Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Date,Time,Payment,Rating,Tax,Total
472-63-9053,A,Naypyitaw,Normal,Male,Fashion accessories,72.85,3,2023-08-07,17:15,Cash,7.0,10.93,229.48
358-25-9662,C,Mandalay,Normal,Female,Electronic accessories,45.57,2,2023-08-08,16:30,Credit card,9.4,4.56,95.7
111-83-6063,A,Yangon,Member,Female,Food and beverages,95.76,9,2023-08-09,17:00,Credit card,5.2,43.09,904.93
457-85-8575,A,Naypyitaw,Member,Female,Electronic accessories,97.03,3,2023-08-10,15:30,Cash,9.8,14.55,305.64
767-17-7819,B,Mandalay,Normal,Male,Food and beverages,45.35,5,2023-08-11,9:30,Ewallet,8.4,11.34,238.09
189-17-3745,C,Yangon,Normal,Male,Home and lifestyle,86.88,9,2023-08-12,11:00,Cash,8.2,39.1,821.02
415-59-1539,C,Naypyitaw,Member,Female,Home and lifestyle,79.58,8,2023-08-13,19:00,Credit card,6.4,31.83,668.47
831-50-5835,B,Yangon,Member,Female,Home and lifestyle,37.9,2,2023-08-14,14:15,Credit card,6.2,3.79,79.59
803-36-8102,A,Naypyitaw,Normal,Female,Sports and travel,30.88,3,2023-08-15,15:00,Ewallet,9.7,4.63,97.27
244-82-7132,A,Mandalay,Normal,Female,Home and lifestyle,51.24,2,2023-08-16,8:00,Cash,6.5,5.12,107.6
823-86-3779,A,Yangon,Member,Female,Health and beauty,80.32,8,2023-08-17,16:30,Cash,8.9,32.13,674.69
851-38-2581,A,Naypyitaw,Member,Male,Health and beauty,96.42,6,2023-08-18,17:15,Cash,7.0,28.93,607.45
646-15-6713,C,Yangon,Member,Female,Sports and travel,78.72,6,2023-08-19,17:00,Credit card,5.7,23.62,495.94
982-78-2838,C,Yangon,Normal,Male,Fashion accessories,86.97,9,2023-08-20,8:15,Cash,5.1,39.14,821.87
549-19-3871,B,Mandalay,Member,Female,Electronic accessories,64.28,8,2023-08-21,13:30,Ewallet,7.7,25.71,539.95
897-14-2015,B,Yangon,Normal,Male,Food and beverages,85.19,4,2023-08-22,20:45,Credit card,9.9,17.04,357.8
900-74-3193,C,Naypyitaw,Member,Female,Food and beverages,80.6,4,2023-08-23,15:15,Credit card,6.8,16.12,338.52
323-58-8449,C,Naypyitaw,Member,Male,Sports and travel,43.93,9,2023-08-24,8:00,Cash,6.8,19.77,415.14
162-98-4925,A,Naypyitaw,Member,Female,Health and beauty,59.68,1,2023-08-25,13:15,Ewallet,6.7,2.98,62.66
926-36-5784,A,Naypyitaw,Member,Male,Food and beverages,82.43,2,2023-08-26,20:00,Credit card,7.6,8.24,173.1
560-42-2633,B,Mandalay,Normal,Male,Health and beauty,14.15,2,2023-08-27,13:00,Credit card,7.2,1.42,29.72
204-10-1404,C,Yangon,Normal,Male,Fashion accessories,82.73,6,2023-08-28,20:15,Cash,9.4,24.82,521.2
922-15-3000,B,Mandalay,Member,Male,Electronic accessories,26.01,4,2023-08-29,10:15,Cash,7.5,5.2,109.24
808-14-6989,C,Yangon,Normal,Male,Fashion accessories,56.32,3,2023-08-30,15:00,Ewallet,7.5,8.45,177.41
870-62-8190,A,Yangon,Member,Male,Sports and travel,82.74,3,2023-08-31,13:00,Cash,5.7,12.41,260.63
664-46-5809,B,Yangon,Member,Female,Home and lifestyle,32.84,3,2023-09-01,18:00,Ewallet,9.9,4.93,103.45
557-92-8245,B,Mandalay,Member,Male,Home and lifestyle,32.12,6,2023-09-02,8:30,Credit card,6.2,9.64,202.36
556-10-5780,C,Yangon,Member,Female,Home and lifestyle,46.25,8,2023-09-03,12:45,Ewallet,5.4,18.5,388.5
816-13-6565,A,Mandalay,Normal,Female,Fashion accessories,90.52,7,2023-09-04,10:45,Ewallet,8.3,31.68,665.32
548-41-4419,B,Naypyitaw,Member,Female,Food and beverages,10.04,4,2023-09-05,13:00,Ewallet,8.0,2.01,42.17
194-81-1249,A,Naypyitaw,Member,Female,Electronic accessories,91.12,4,2023-09-06,13:15,Credit card,7.1,18.22,382.7
773-63-1770,B,Yangon,Normal,Female,Home and lifestyle,23.84,2,2023-09-07,8:30,Cash,7.1,2.38,50.06
990-59-5363,A,Mandalay,Member,Male,Sports and travel,99.11,1,2023-09-08,16:15,Credit card,8.9,4.96,104.07
153-14-8901,C,Naypyitaw,Member,Male,Sports and travel,95.94,9,2023-09-09,17:30,Cash,6.0,43.17,906.63
862-66-7544,B,Mandalay,Member,Male,Home and lifestyle,54.52,2,2023-09-10,12:15,Ewallet,9.1,5.45,114.49
723-56-2252,B,Mandalay,Normal,Female,Home and lifestyle,56.14,8,2023-09-11,11:15,Ewallet,8.2,22.46,471.58
952-23-5673,A,Yangon,Member,Male,Electronic accessories,53.34,9,2023-09-12,13:30,Ewallet,7.1,24.0,504.06
174-60-7881,A,Naypyitaw,Normal,Male,Home and lifestyle,67.19,4,2023-09-13,9:15,Ewallet,7.3,13.44,282.2
905-59-7241,B,Yangon,Member,Male,Electronic accessories,18.16,8,2023-09-14,11:00,Ewallet,6.3,7.26,152.54
949-39-8002,C,Yangon,Member,Male,Sports and travel,12.94,9,2023-09-15,16:15,Cash,8.8,5.82,122.28
534-72-2331,A,Naypyitaw,Normal,Male,Home and lifestyle,15.19,5,2023-09-16,20:30,Cash,7.6,3.8,79.75
348-47-8648,A,Naypyitaw,Member,Female,Fashion accessories,49.99,7,2023-09-17,19:30,Ewallet,6.6,17.5,367.43
434-39-5854,A,Mandalay,Member,Male,Fashion accessories,34.8,4,2023-09-18,10:30,Credit card,8.0,6.96,146.16
205-60-3180,B,Naypyitaw,Normal,Female,Sports and travel,65.98,1,2023-09-19,18:30,Credit card,10.0,3.3,69.28
896-13-1137,B,Mandalay,Normal,Female,Electronic accessories,99.32,3,2023-09-20,19:30,Ewallet,7.2,14.9,312.86
283-26-6449,B,Mandalay,Normal,Female,Fashion accessories,44.77,5,2023-09-21,8:30,Cash,9.6,11.19,235.04
884-93-5164,B,Mandalay,Normal,Female,Electronic accessories,61.65,3,2023-09-22,10:45,Credit card,6.7,9.25,194.2
645-15-6569,C,Naypyitaw,Normal,Female,Fashion accessories,47.4,7,2023-09-23,11:30,Credit card,5.3,16.59,348.39
304-52-2906,C,Yangon,Member,Male,Fashion accessories,86.25,9,2023-09-24,17:45,Credit card,6.0,38.81,815.06
210-32-8350,B,Mandalay,Normal,Male,Electronic accessories,91.2,6,2023-09-25,19:45,Ewallet,7.1,27.36,574.56
947-84-7031,C,Yangon,Member,Male,Food and beverages,88.96,1,2023-09-26,15:00,Credit card,6.1,4.45,93.41
619-13-9472,A,Yangon,Member,Female,Fashion accessories,97.69,7,2023-09-27,20:00,Credit card,5.0,34.19,718.02
294-76-1666,A,Naypyitaw,Member,Male,Home and lifestyle,12.48,3,2023-09-28,14:30,Credit card,9.6,1.87,39.31
192-41-7777,A,Yangon,Normal,Male,Sports and travel,85.58,5,2023-09-29,9:00,Credit card,9.2,21.4,449.3
150-28-8956,B,Yangon,Normal,Female,Food and beverages,77.66,4,2023-09-30,10:45,Cash,8.7,15.53,326.17
104-91-5777,A,Naypyitaw,Member,Female,Electronic accessories,30.58,5,2023-10-01,11:00,Ewallet,5.8,7.64,160.54
928-31-7981,C,Mandalay,Normal,Female,Food and beverages,96.07,5,2023-10-02,13:15,Ewallet,5.6,24.02,504.37
612-14-7376,B,Yangon,Normal,Female,Health and beauty,23.34,6,2023-10-03,12:45,Cash,5.3,7.0,147.04
623-55-3593,C,Naypyitaw,Normal,Male,Health and beauty,71.16,6,2023-10-04,11:45,Cash,8.6,21.35,448.31
177-54-8240,A,Yangon,Normal,Female,Fashion accessories,30.24,8,2023-10-05,18:45,Ewallet,9.6,12.1,254.02
893-56-6240,A,Yangon,Member,Female,Fashion accessories,48.82,8,2023-10-06,19:45,Credit card,7.2,19.53,410.09
313-65-7493,A,Mandalay,Member,Male,Home and lifestyle,74.72,9,2023-10-07,11:00,Credit card,5.6,33.62,706.1
206-72-5143,B,Yangon,Normal,Male,Sports and travel,60.7,8,2023-10-08,17:45,Ewallet,7.6,24.28,509.88
672-90-2276,C,Naypyitaw,Member,Female,Food and beverages,48.48,2,2023-10-09,20:15,Credit card,6.7,4.85,101.81
791-88-1302,B,Yangon,Normal,Male,Health and beauty,39.37,1,2023-10-10,10:15,Cash,6.9,1.97,41.34
738-65-9717,B,Mandalay,Normal,Female,Fashion accessories,85.57,2,2023-10-11,15:45,Credit card,8.1,8.56,179.7
573-37-9150,A,Mandalay,Member,Female,Sports and travel,22.94,2,2023-10-12,18:30,Credit card,8.6,2.29,48.17
177-97-1364,B,Naypyitaw,Member,Male,Food and beverages,48.71,3,2023-10-13,16:30,Credit card,5.6,7.31,153.44
765-23-6126,B,Mandalay,Member,Male,Fashion accessories,91.34,7,2023-10-14,20:15,Ewallet,5.2,31.97,671.35
102-32-3797,A,Yangon,Normal,Female,Fashion accessories,86.13,2,2023-10-15,15:30,Cash,10.0,8.61,180.87
462-27-8673,B,Mandalay,Member,Female,Health and beauty,46.08,1,2023-10-16,15:45,Credit card,6.2,2.3,48.38
905-24-9152,A,Naypyitaw,Normal,Female,Health and beauty,78.68,6,2023-10-17,10:30,Ewallet,5.3,23.6,495.68
730-37-9905,A,Mandalay,Member,Male,Fashion accessories,84.08,9,2023-10-18,17:00,Credit card,5.9,37.84,794.56
138-66-2296,A,Mandalay,Member,Female,Electronic accessories,90.0,3,2023-10-19,16:45,Cash,5.2,13.5,283.5
330-95-8641,A,Mandalay,Normal,Female,Fashion accessories,59.01,6,2023-10-20,10:15,Credit card,7.0,17.7,371.76
225-53-5632,B,Naypyitaw,Normal,Female,Sports and travel,28.4,3,2023-10-21,17:15,Cash,9.0,4.26,89.46
244-22-7168,A,Mandalay,Normal,Female,Fashion accessories,32.98,1,2023-10-22,9:15,Credit card,6.7,1.65,34.63
679-19-9258,A,Mandalay,Normal,Female,Home and lifestyle,36.61,5,2023-10-23,12:00,Cash,7.2,9.15,192.2
332-27-7371,B,Yangon,Normal,Male,Home and lifestyle,63.44,4,2023-10-24,20:30,Credit card,8.4,12.69,266.45
210-95-8943,B,Naypyitaw,Normal,Female,Home and lifestyle,12.95,7,2023-10-25,19:15,Cash,7.5,4.53,95.18
468-92-3472,C,Mandalay,Normal,Female,Electronic accessories,67.24,6,2023-10-26,18:15,Credit card,9.3,20.17,423.61
712-15-3739,B,Naypyitaw,Normal,Female,Electronic accessories,42.79,7,2023-10-27,20:30,Credit card,9.3,14.98,314.51
381-73-2761,B,Mandalay,Member,Female,Fashion accessories,36.57,5,2023-10-28,12:15,Ewallet,5.0,9.14,191.99
542-65-1876,C,Mandalay,Normal,Male,Home and lifestyle,89.15,4,2023-10-29,13:45,Ewallet,8.9,17.83,374.43
840-42-2460,B,Mandalay,Normal,Male,Electronic accessories,51.4,7,2023-10-30,17:00,Cash,7.3,17.99,377.79
761-30-2733,B,Yangon,Member,Male,Health and beauty,18.55,7,2023-10-31,19:45,Credit card,9.9,6.49,136.34
681-13-7986,B,Yangon,Normal,Female,Fashion accessories,84.41,6,2023-11-01,20:30,Cash,7.4,25.32,531.78
545-71-4735,B,Yangon,Member,Female,Sports and travel,14.29,8,2023-11-02,13:45,Ewallet,9.9,5.72,120.04
922-18-9434,C,Naypyitaw,Member,Male,Food and beverages,75.41,4,2023-11-03,17:15,Cash,8.8,15.08,316.72
642-49-5324,B,Naypyitaw,Normal,Male,Fashion accessories,79.65,5,2023-11-04,15:15,Cash,6.2,19.91,418.16
647-33-6342,B,Yangon,Member,Male,Food and beverages,41.73,4,2023-11-05,16:00,Ewallet,7.7,8.35,175.27
105-75-9659,C,Naypyitaw,Normal,Female,Home and lifestyle,84.23,1,2023-11-06,17:45,Credit card,10.0,4.21,88.44
831-84-9195,A,Mandalay,Member,Female,Food and beverages,56.41,8,2023-11-07,13:45,Cash,9.3,22.56,473.84
946-15-1117,C,Mandalay,Member,Male,Home and lifestyle,51.7,1,2023-11-08,15:30,Ewallet,5.5,2.59,54.29
980-60-6560,A,Mandalay,Member,Male,Health and beauty,14.09,5,2023-11-09,10:15,Credit card,8.5,3.52,73.97
293-88-7316,C,Yangon,Normal,Male,Food and beverages,36.1,6,2023-11-10,18:30,Ewallet,6.7,10.83,227.43
399-14-7469,C,Naypyitaw,Normal,Female,Fashion accessories,93.79,6,2023-11-11,8:45,Cash,5.0,28.14,590.88
509-77-9915,B,Yangon,Member,Female,Home and lifestyle,45.26,5,2023-11-12,11:30,Credit card,7.0,11.32,237.62
324-29-5208,A,Naypyitaw,Member,Female,Fashion accessories,59.2,3,2023-11-13,11:00,Credit card,6.2,8.88,186.48
239-56-3048,B,Mandalay,Normal,Male,Electronic accessories,57.88,5,2023-11-14,16:30,Ewallet,9.1,14.47,303.87
189-23-2828,A,Yangon,Normal,Male,Home and lifestyle,63.14,8,2023-11-15,12:45,Ewallet,6.7,25.26,530.38
993-20-7988,C,Naypyitaw,Member,Female,Food and beverages,15.52,2,2023-11-16,13:45,Ewallet,9.1,1.55,32.59
358-42-1009,C,Naypyitaw,Member,Male,Home and lifestyle,42.6,6,2023-11-17,13:30,Credit card,5.0,12.78,268.38
360-32-3219,A,Mandalay,Normal,Female,Fashion accessories,75.08,9,2023-11-18,13:00,Credit card,6.5,33.79,709.51
997-22-6287,B,Yangon,Normal,Male,Health and beauty,28.05,8,2023-11-19,11:15,Cash,6.2,11.22,235.62
741-93-9512,B,Yangon,Normal,Male,Home and lifestyle,28.32,8,2023-11-20,14:30,Credit card,6.2,11.33,237.89
418-82-3832,B,Yangon,Normal,Male,Food and beverages,10.91,8,2023-11-21,20:30,Cash,5.3,4.36,91.64
876-84-4490,B,Mandalay,Normal,Male,Electronic accessories,49.37,7,2023-11-22,17:30,Ewallet,5.9,17.28,362.87
705-58-2604,C,Yangon,Member,Female,Sports and travel,89.45,8,2023-11-23,16:45,Ewallet,7.8,35.78,751.38
417-69-1235,C,Mandalay,Normal,Male,Health and beauty,14.67,6,2023-11-24,19:30,Credit card,6.5,4.4,92.42
433-84-6256,C,Mandalay,Member,Female,Electronic accessories,27.2,2,2023-11-25,8:15,Ewallet,7.1,2.72,57.12
687-44-3560,C,Mandalay,Normal,Female,Home and lifestyle,37.91,2,2023-11-26,8:30,Ewallet,6.9,3.79,79.61
395-73-6951,C,Naypyitaw,Member,Female,Fashion accessories,75.86,8,2023-11-27,16:00,Credit card,9.4,30.34,637.22
448-81-7413,B,Yangon,Normal,Male,Fashion accessories,67.66,1,2023-11-28,14:15,Cash,9.5,3.38,71.04
927-39-5820,B,Yangon,Normal,Female,Food and beverages,47.43,6,2023-11-29,10:00,Credit card,7.5,14.23,298.81
264-14-3898,B,Mandalay,Member,Female,Fashion accessories,78.32,6,2023-11-30,12:30,Cash,6.7,23.5,493.42
478-87-8577,B,Mandalay,Member,Female,Health and beauty,64.87,4,2023-12-01,11:45,Credit card,5.5,12.97,272.45
673-13-1600,C,Yangon,Normal,Male,Fashion accessories,90.64,3,2023-12-02,14:15,Credit card,9.8,13.6,285.52
848-51-3136,C,Mandalay,Normal,Male,Food and beverages,83.62,3,2023-12-03,16:45,Ewallet,5.3,12.54,263.4
501-49-7943,C,Yangon,Normal,Female,Sports and travel,32.75,1,2023-12-04,9:00,Credit card,6.5,1.64,34.39
790-47-6984,A,Naypyitaw,Normal,Male,Home and lifestyle,34.43,3,2023-12-05,15:45,Credit card,6.5,5.16,108.45
122-72-3190,B,Mandalay,Normal,Female,Home and lifestyle,21.28,4,2023-12-06,16:15,Cash,6.6,4.26,89.38
764-26-2248,B,Yangon,Member,Female,Fashion accessories,40.33,5,2023-12-07,17:00,Ewallet,5.8,10.08,211.73
602-75-2997,C,Mandalay,Member,Male,Electronic accessories,99.96,3,2023-12-08,17:15,Cash,8.9,14.99,314.87
920-60-2970,B,Yangon,Normal,Female,Home and lifestyle,46.52,6,2023-12-09,14:30,Cash,5.6,13.96,293.08
297-15-2202,B,Yangon,Member,Male,Sports and travel,29.84,5,2023-12-10,16:00,Ewallet,8.2,7.46,156.66
653-73-8667,C,Mandalay,Member,Male,Fashion accessories,78.62,3,2023-12-11,10:45,Ewallet,5.6,11.79,247.65
114-38-6408,A,Naypyitaw,Member,Female,Food and beverages,58.82,6,2023-12-12,9:15,Ewallet,5.4,17.65,370.57
577-36-1419,A,Yangon,Normal,Male,Sports and travel,23.46,6,2023-12-13,10:30,Credit card,9.5,7.04,147.8
256-47-2120,A,Yangon,Member,Male,Fashion accessories,44.26,8,2023-12-14,18:00,Ewallet,6.0,17.7,371.78
510-64-3336,C,Yangon,Normal,Female,Sports and travel,47.3,2,2023-12-15,12:15,Ewallet,9.1,4.73,99.33
353-77-3645,B,Naypyitaw,Member,Female,Home and lifestyle,77.84,1,2023-12-16,20:30,Ewallet,7.7,3.89,81.73
933-19-5612,C,Naypyitaw,Normal,Male,Food and beverages,11.86,4,2023-12-17,14:00,Cash,5.4,2.37,49.81
734-83-7028,C,Mandalay,Member,Male,Fashion accessories,34.21,7,2023-12-18,9:45,Cash,9.8,11.97,251.44
258-56-7371,B,Naypyitaw,Normal,Female,Health and beauty,56.58,3,2023-12-19,16:15,Credit card,6.2,8.49,178.23
976-97-8863,A,Mandalay,Normal,Male,Food and beverages,34.2,3,2023-12-20,9:15,Cash,9.3,5.13,107.73
114-38-4719,A,Mandalay,Member,Male,Health and beauty,66.56,5,2023-12-21,18:30,Credit card,5.8,16.64,349.44
360-38-3371,C,Naypyitaw,Normal,Male,Sports and travel,53.37,5,2023-12-22,8:30,Cash,9.3,13.34,280.19
943-54-5225,A,Mandalay,Normal,Male,Electronic accessories,42.55,3,2023-12-23,9:30,Ewallet,5.1,6.38,134.03
510-45-1793,C,Naypyitaw,Normal,Male,Food and beverages,95.43,9,2023-12-24,12:30,Cash,7.6,42.94,901.81
910-36-3116,C,Mandalay,Normal,Male,Sports and travel,66.89,4,2023-12-25,17:45,Credit card,8.8,13.38,280.94
759-20-7166,B,Naypyitaw,Normal,Male,Health and beauty,21.69,3,2023-12-26,13:00,Cash,9.7,3.25,68.32
914-55-9554,B,Naypyitaw,Normal,Female,Home and lifestyle,60.41,2,2023-12-27,19:30,Ewallet,9.5,6.04,126.86
495-22-8783,B,Mandalay,Normal,Female,Home and lifestyle,80.27,9,2023-12-28,17:45,Credit card,9.1,36.12,758.55
309-98-8790,C,Yangon,Normal,Female,Electronic accessories,73.76,4,2023-12-29,19:00,Ewallet,9.4,14.75,309.79
715-69-4531,B,Mandalay,Member,Female,Food and beverages,25.49,3,2023-12-30,11:30,Ewallet,6.0,3.82,80.29
455-77-4876,A,Naypyitaw,Member,Female,Food and beverages,97.52,7,2023-12-31,13:15,Credit card,6.4,34.13,716.77
939-40-7024,A,Yangon,Normal,Male,Food and beverages,50.39,8,2024-01-01,17:30,Ewallet,6.4,20.16,423.28
150-38-4368,C,Mandalay,Normal,Male,Sports and travel,24.31,2,2024-01-02,18:30,Ewallet,6.9,2.43,51.05
825-20-2792,C,Mandalay,Member,Male,Electronic accessories,26.22,7,2024-01-03,15:30,Cash,7.0,9.18,192.72
913-30-4417,B,Mandalay,Member,Male,Food and beverages,18.84,5,2024-01-04,14:15,Ewallet,7.7,4.71,98.91
721-45-4030,C,Yangon,Member,Female,Sports and travel,82.32,5,2024-01-05,15:45,Ewallet,5.8,20.58,432.18
924-10-2854,C,Naypyitaw,Normal,Male,Home and lifestyle,20.98,3,2024-01-06,19:00,Ewallet,8.5,3.15,66.09
666-49-3708,A,Mandalay,Member,Male,Health and beauty,21.26,5,2024-01-07,18:00,Ewallet,5.8,5.32,111.62
530-82-9393,A,Mandalay,Normal,Female,Sports and travel,86.54,2,2024-01-08,20:00,Credit card,6.6,8.65,181.73
535-66-5212,B,Mandalay,Normal,Male,Home and lifestyle,41.01,4,2024-01-09,15:45,Cash,7.5,8.2,172.24
765-50-8970,C,Mandalay,Member,Male,Home and lifestyle,12.78,6,2024-01-10,12:45,Ewallet,9.0,3.83,80.51
674-34-2625,C,Mandalay,Normal,Female,Health and beauty,14.67,1,2024-01-11,12:15,Ewallet,8.7,0.73,15.4
174-47-9577,A,Naypyitaw,Normal,Male,Home and lifestyle,22.8,4,2024-01-12,11:45,Credit card,8.2,4.56,95.76
309-43-7490,C,Naypyitaw,Normal,Male,Electronic accessories,29.21,6,2024-01-13,13:00,Ewallet,5.8,8.76,184.02
628-52-5971,A,Mandalay,Normal,Male,Health and beauty,69.86,9,2024-01-14,19:00,Credit card,7.7,31.44,660.18
862-60-2205,B,Yangon,Member,Male,Home and lifestyle,24.16,2,2024-01-15,14:45,Cash,5.4,2.42,50.74
763-34-2990,A,Naypyitaw,Member,Male,Fashion accessories,20.7,7,2024-01-16,17:30,Cash,6.9,7.25,152.15
279-79-4572,C,Yangon,Normal,Female,Sports and travel,78.82,6,2024-01-17,20:45,Ewallet,7.1,23.65,496.57
955-42-7320,B,Naypyitaw,Normal,Female,Home and lifestyle,70.39,2,2024-01-18,19:00,Ewallet,5.2,7.04,147.82
384-72-5757,A,Mandalay,Member,Female,Electronic accessories,49.18,8,2024-01-19,12:00,Ewallet,6.4,19.67,413.11
765-37-6588,A,Naypyitaw,Normal,Female,Food and beverages,59.44,7,2024-01-20,10:30,Credit card,9.8,20.8,436.88
148-80-5944,B,Mandalay,Member,Female,Home and lifestyle,38.08,5,2024-01-21,11:30,Ewallet,9.8,9.52,199.92
183-58-5243,B,Naypyitaw,Normal,Female,Food and beverages,53.43,5,2024-01-22,11:30,Ewallet,6.8,13.36,280.51
729-95-6182,A,Mandalay,Normal,Male,Fashion accessories,55.6,7,2024-01-23,20:15,Cash,5.2,19.46,408.66
800-58-5422,C,Mandalay,Member,Female,Home and lifestyle,44.85,9,2024-01-24,12:45,Ewallet,5.9,20.18,423.83
868-22-3482,A,Mandalay,Member,Female,Health and beauty,91.59,9,2024-01-25,12:30,Cash,7.0,41.22,865.53
990-65-9914,B,Mandalay,Member,Male,Food and beverages,11.45,9,2024-01-26,14:45,Ewallet,9.7,5.15,108.2
417-41-3717,A,Yangon,Member,Male,Fashion accessories,80.4,6,2024-01-27,20:45,Cash,5.7,24.12,506.52
384-58-5524,B,Mandalay,Normal,Female,Health and beauty,21.19,6,2024-01-28,16:15,Ewallet,8.8,6.36,133.5
576-39-8311,B,Yangon,Member,Male,Health and beauty,81.78,3,2024-01-29,11:15,Cash,5.5,12.27,257.61
523-28-3065,C,Yangon,Normal,Female,Health and beauty,65.43,1,2024-01-30,13:45,Credit card,9.9,3.27,68.7
868-87-6490,B,Mandalay,Member,Male,Health and beauty,85.9,7,2024-01-31,9:00,Cash,6.9,30.07,631.37
274-75-7645,B,Yangon,Member,Female,Home and lifestyle,18.78,4,2024-02-01,13:45,Cash,8.9,3.76,78.88
212-47-5926,C,Naypyitaw,Normal,Male,Sports and travel,60.31,1,2024-02-02,20:30,Cash,6.7,3.02,63.33
743-10-4335,B,Mandalay,Member,Male,Home and lifestyle,55.1,8,2024-02-03,14:15,Ewallet,8.1,22.04,462.84
154-12-5873,C,Yangon,Member,Female,Home and lifestyle,73.56,6,2024-02-04,20:30,Ewallet,6.0,22.07,463.43
557-92-7305,C,Mandalay,Member,Female,Fashion accessories,58.09,6,2024-02-05,13:00,Ewallet,5.7,17.43,365.97
479-96-1054,B,Mandalay,Member,Female,Fashion accessories,58.67,2,2024-02-06,11:15,Credit card,9.7,5.87,123.21
575-41-4462,B,Mandalay,Normal,Female,Sports and travel,48.66,1,2024-02-07,11:45,Credit card,9.6,2.43,51.09
448-17-1832,A,Yangon,Normal,Female,Fashion accessories,37.8,2,2024-02-08,11:00,Cash,9.4,3.78,79.38
412-76-9519,C,Naypyitaw,Member,Male,Electronic accessories,53.4,4,2024-02-09,14:30,Credit card,8.1,10.68,224.28
153-76-8218,A,Naypyitaw,Member,Female,Sports and travel,20.66,2,2024-02-10,10:15,Cash,9.0,2.07,43.39
708-17-8970,B,Yangon,Member,Female,Fashion accessories,96.54,1,2024-02-11,13:45,Cash,5.3,4.83,101.37
195-97-3538,A,Mandalay,Normal,Male,Sports and travel,74.3,7,2024-02-12,16:45,Cash,6.7,26.01,546.11
551-46-7612,C,Yangon,Normal,Male,Home and lifestyle,95.72,8,2024-02-13,16:45,Credit card,6.6,38.29,804.05
834-64-1943,A,Yangon,Normal,Female,Home and lifestyle,30.41,6,2024-02-14,11:15,Ewallet,8.2,9.12,191.58
106-83-9966,C,Yangon,Normal,Male,Sports and travel,89.14,4,2024-02-15,9:00,Credit card,6.8,17.83,374.39
772-32-5242,B,Mandalay,Member,Male,Electronic accessories,82.79,6,2024-02-16,11:30,Cash,5.7,24.84,521.58
723-28-2308,B,Yangon,Member,Female,Electronic accessories,70.94,3,2024-02-17,18:00,Cash,8.0,10.64,223.46
799-91-9705,C,Mandalay,Member,Male,Sports and travel,66.25,8,2024-02-18,13:15,Credit card,9.1,26.5,556.5
996-56-7852,B,Yangon,Normal,Male,Fashion accessories,38.49,2,2024-02-19,11:00,Cash,6.9,3.85,80.83
622-11-5566,B,Naypyitaw,Member,Female,Food and beverages,83.48,5,2024-02-20,19:15,Cash,5.7,20.87,438.27
218-21-2555,B,Yangon,Normal,Female,Electronic accessories,55.14,1,2024-02-21,20:15,Credit card,6.0,2.76,57.9
360-46-2279,B,Yangon,Normal,Male,Health and beauty,16.38,6,2024-02-22,16:15,Credit card,6.2,4.91,103.19
833-18-8083,C,Naypyitaw,Member,Male,Home and lifestyle,38.16,2,2024-02-23,14:45,Credit card,6.5,3.82,80.14
966-95-2387,A,Mandalay,Member,Female,Sports and travel,94.18,4,2024-02-24,10:15,Cash,8.2,18.84,395.56
379-90-3679,A,Mandalay,Member,Male,Health and beauty,86.56,6,2024-02-25,10:00,Cash,8.0,25.97,545.33
158-96-5223,B,Yangon,Normal,Male,Sports and travel,98.37,8,2024-02-26,12:00,Ewallet,8.5,39.35,826.31
835-90-4186,A,Naypyitaw,Normal,Male,Home and lifestyle,66.52,8,2024-02-27,10:30,Ewallet,6.8,26.61,558.77
308-23-3599,A,Mandalay,Member,Female,Home and lifestyle,32.28,6,2024-02-28,12:45,Credit card,9.1,9.68,203.36
336-34-8368,B,Yangon,Member,Male,Electronic accessories,24.65,4,2024-02-29,9:30,Ewallet,6.0,4.93,103.53
857-31-3541,B,Naypyitaw,Normal,Male,Electronic accessories,26.82,8,2024-03-01,11:15,Cash,7.3,10.73,225.29
103-35-9633,A,Mandalay,Member,Female,Health and beauty,11.78,8,2024-03-02,9:15,Ewallet,9.0,4.71,98.95
128-96-9996,C,Mandalay,Normal,Male,Sports and travel,45.16,1,2024-03-03,19:45,Cash,5.9,2.26,47.42
174-79-6475,B,Naypyitaw,Normal,Male,Home and lifestyle,27.23,4,2024-03-04,8:45,Credit card,5.5,5.45,114.37
140-47-8184,C,Naypyitaw,Member,Female,Health and beauty,47.05,4,2024-03-05,14:00,Credit card,9.4,9.41,197.61
776-34-8141,A,Naypyitaw,Member,Female,Food and beverages,94.15,7,2024-03-06,18:45,Cash,6.7,32.95,692.0
477-85-2622,B,Naypyitaw,Member,Female,Health and beauty,48.75,7,2024-03-07,8:30,Ewallet,8.4,17.06,358.31
728-95-3074,C,Yangon,Member,Female,Fashion accessories,89.02,8,2024-03-08,14:00,Credit card,5.1,35.61,747.77
924-40-1645,B,Naypyitaw,Normal,Male,Health and beauty,64.5,5,2024-03-09,11:30,Credit card,8.5,16.12,338.62
830-49-9801,A,Mandalay,Normal,Male,Fashion accessories,32.24,7,2024-03-10,17:30,Ewallet,6.6,11.28,236.96
367-62-9646,C,Mandalay,Normal,Female,Fashion accessories,42.03,8,2024-03-11,9:45,Ewallet,5.3,16.81,353.05
784-26-3969,A,Yangon,Member,Female,Fashion accessories,17.55,9,2024-03-12,8:00,Cash,8.0,7.9,165.85
